294,シリウス,|紋章の謎／新・紋章の謎|,34
294,ウィル,|烈火の剣|,34
294,レオナルド,|暁の女神|,34
294,モリオン,|エンゲージ|,34
295,アベル,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,33
295,アストリア,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,33
295,ツァイス,|封印の剣|,33
295,ドルカス,|烈火の剣|,33
295,オリヴァー,|暁の女神|,33
295,ソワレ,|覚醒|,33
295,ホルスト,|無双風花雪月|,33
295,セピア,|エンゲージ|,33
296,ハーディン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,32
296,ライアン,|紋章の謎／新・紋章の謎|,32
296,ランゴバルト,|聖戦の系譜|,32
296,ヨハン,|聖戦の系譜|,32
296,フォルデ,|聖魔の光石|,32
296,レニング,|暁の女神 蒼炎の軌跡|,32
296,タニス,|暁の女神 蒼炎の軌跡|,32
296,エポニーヌ,|if|,32
296,ガザック,|if|,32
297,ジュリアン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,31
297,リーン,|聖戦の系譜|,31
297,ホーク,|聖戦の系譜|,31
297,マチュア,|トラキア776|,31
297,ディーン,|トラキア776|,31
297,ガルシア,|聖魔の光石|,31
297,ダラハウ,|蒼炎の軌跡|,31
297,ブライス,|蒼炎の軌跡|,31
297,ツクヨミ,|if|,31
297,イグニス,|if|,31
297,ザフィーア,|エンゲージ|,31
298,マッセナ,|外伝／Echoes|,30
298,エーヴェル,|トラキア776|,30
298,マーカス,|封印の剣|,30
298,ダグラス,|封印の剣|,30
298,ニアルチ,|暁の女神 蒼炎の軌跡|,30
299,ルドルフ,|外伝／Echoes|,29
299,ルイーズ,|烈火の剣|,29
299,ミコト,|if|,29
300,ドーガ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,28
300,ロシェ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,28
300,ホリン,|聖戦の系譜|,28
300,ベルド,|トラキア776|,28
300,ファード,|聖魔の光石|,28
300,ラルゴ,|蒼炎の軌跡 暁の女神|,28
301,ブレディ,|覚醒|,27
301,虹の賢者,|if|,27
301,メトジェイ,|風花雪月|,27
301,ベルグリーズ伯,|無双風花雪月|,27
301,スフォリア,|エンゲージ|,27
302,ジェイガン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,26
302,ザガロ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,26
302,ビラク,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,26
302,クレーベ,|外伝／Echoes|,26
302,ドーマ,|外伝／Echoes|,26
302,ブリギッド,|聖戦の系譜|,26
302,フレッド,|トラキア776|,26
302,ララベル,|暁の女神|,26
302,レーラズ,|ヒーローズ|,26
302,旗中 ヤツフサ & ガーネフ,|幻影異聞録♯ＦＥ Encore|,26
302,ランドルフ,|風花雪月|,26
302,リンデン,|エンゲージ|,26
303,ドゼー,|外伝／Echoes|,25
303,ラドネイ,|聖戦の系譜|,25
303,ブルーム,|聖戦の系譜|,25
303,ロナン,|トラキア776|,25
303,キャス,|封印の剣|,25
303,アトス,|烈火の剣|,25
303,テュルバン,|烈火の剣|,25
303,コーマ,|聖魔の光石|,25
303,テティス,|聖魔の光石|,25
303,ヘザー,|暁の女神|,25
303,ニザヴェリル,|ヒーローズ|,25
304,メディウス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,24
304,ファバル,|聖戦の系譜|,24
304,デュー,|聖戦の系譜|,24
304,ナターシャ,|聖魔の光石|,24
304,イズカ,|暁の女神|,24
304,グレゴ,|覚醒|,24
304,ジークベルト,|if|,24
305,ローソン,|外伝／Echoes|,23
305,ウォレン,|紋章の謎／新・紋章の謎|,23
305,エレミヤ,|紋章の謎／新・紋章の謎|,23
305,ジャムカ,|聖戦の系譜|,23
305,オージェ,|封印の剣|,23
305,レイラ,|烈火の剣|,23
306,ロジャー,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,22
306,ベック,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,22
306,ガーネフ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,22
306,イシュトー,|聖戦の系譜|,22
306,ヒックス,|トラキア776|,22
306,トルード,|トラキア776|,22
306,バアトル,|烈火の剣|,22
306,シェンメイ,|if|,22
307,リカード,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,21
307,ロディ,|紋章の謎／新・紋章の謎|,21
307,リフィス,|トラキア776|,21
307,カリン,|トラキア776|,21
307,ゼーベイア,|トラキア776|,21
307,ガルザス,|トラキア776|,21
307,チャド,|封印の剣|,21
307,アストール,|封印の剣|,21
307,バアトル,|封印の剣|,21
307,ユリシーズ,|暁の女神 蒼炎の軌跡|,21
307,ウハラダ,|暁の女神|,21
307,アスタルテ,|暁の女神|,21
307,バジーリオ,|覚醒|,21
307,ヒナタ,|if|,21
308,バルボ,|外伝／Echoes|,20
308,スルーフ,|トラキア776|,20
308,ギース,|封印の剣|,20
308,シレーネ,|聖魔の光石|,20
308,クマゲラ,|if|,20
308,イオニアス9世,|風花雪月|,20
308,ゴーティエ辺境伯,|無双風花雪月|,20
309,イルマ,|外伝／Echoes|,19
309,リンダ,|聖戦の系譜|,19
309,アミッド,|聖戦の系譜|,19
309,アイーダ,|聖戦の系譜|,19
309,ロベルト,|トラキア776|,19
309,ドリアス,|トラキア776|,19
309,ラフィエル,|暁の女神|,19
309,リィレ,|暁の女神|,19
309,鈴本 りく & アベル,|幻影異聞録♯ＦＥ Encore|,19
310,サジ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,18
310,マジ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,18
310,カムイ,|外伝／Echoes|,18
310,アトラス,|外伝／Echoes|,18
310,フィーナ,|紋章の謎／新・紋章の謎|,18
310,ユーノ,|封印の剣|,18
310,ゼフィール,|烈火の剣|,18
310,バルテロメ,|暁の女神|,18
310,ブノワ,|if|,18
310,アケロン,|風花雪月|,18
311,エルレーン,|紋章の謎／新・紋章の謎|,17
311,アウグスト,|トラキア776|,17
311,マリナス,|烈火の剣|,17
311,ガロン,|if|,17
311,ファンク,|if|,17
311,セノウ,|if|,17
312,アレク,|聖戦の系譜|,16
312,エーディン,|聖戦の系譜|,16
312,レックス,|聖戦の系譜|,16
312,アリオーン,|聖戦の系譜|,16
312,レイドリック,|トラキア776|,16
312,サウル,|封印の剣|,16
312,オズイン,|烈火の剣|,16
312,ケセルダ,|聖魔の光石|,16
312,ドラジェ,|if|,16
313,ロドルバン,|聖戦の系譜|,15
313,アンドレイ,|聖戦の系譜|,15
313,レプトール,|聖戦の系譜|,15
313,エルフィン,|封印の剣|,15
313,ニイメ,|封印の剣|,15
313,ゲイル,|封印の剣|,15
313,フィレイン,|覚醒|,15
313,モニカ,|風花雪月|,15
314,ヘステ,|外伝／Echoes|,14
314,ブライ,|外伝／Echoes|,14
314,ベルフ,|紋章の謎／新・紋章の謎|,14
314,ハンニバル,|聖戦の系譜|,14
314,シャガール,|聖戦の系譜|,14
314,ラーラ,|トラキア776|,14
314,ガレット,|封印の剣|,14
314,ドズラ,|聖魔の光石|,14
314,ヘイデン,|聖魔の光石|,14
314,グローメル,|蒼炎の軌跡|,14
314,ハイアシンス,|エンゲージ|,14
315,ハルヴァン,|トラキア776|,13
315,ダルシン,|トラキア776|,13
315,マリナス,|封印の剣|,13
315,ララム,|封印の剣|,13
315,マードック,|封印の剣|,13
315,イサドラ,|烈火の剣|,13
315,ホークアイ,|烈火の剣|,13
315,ハーケン,|烈火の剣|,13
315,ヴァイダ,|烈火の剣|,13
315,ネルガル,|烈火の剣|,13
315,ムルヴァ,|聖魔の光石|,13
315,アンナ,|暁の女神|,13
316,ユミル,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,12
316,ラング,|紋章の謎／新・紋章の謎|,12
316,ジャンヌ,|聖戦の系譜|,12
316,ガンドルフ,|聖戦の系譜|,12
316,パーン,|トラキア776|,12
316,ギネヴィア,|烈火の剣|,12
316,ウーゼル,|烈火の剣|,12
316,ダニエル,|暁の女神|,12
316,ジェルド,|暁の女神|,12
316,剣 親臣 & ロンクー,|幻影異聞録♯ＦＥ Encore|,12
317,トムス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,11
317,ミシェラン,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,11
317,スレイダー,|外伝／Echoes|,11
317,盗賊頭,|外伝／Echoes|,11
317,ディートバ,|聖戦の系譜|,11
317,グレイド,|トラキア776|,11
317,グレン,|聖魔の光石|,11
317,フラヴィア,|覚醒|,11
317,ムスタファー,|覚醒|,11
317,エクセライ,|覚醒|,11
318,マーニャ,|聖戦の系譜|,10
318,サフィ,|トラキア776|,10
318,ホメロス,|トラキア776|,10
318,コノモール,|トラキア776|,10
318,ワード,|封印の剣|,10
318,ヴィガルド,|聖魔の光石|,10
318,シハラム,|蒼炎の軌跡|,10
318,キサ,|暁の女神|,10
318,ルカン,|暁の女神|,10
318,デジェル,|覚醒|,10
318,レンハ,|覚醒|,10
318,ガンズ,|if|,10
318,ヴァスハラ,|if|,10
318,コスタス,|風花雪月|,10
318,アルファルド,|風花雪月|,10
318,エーギル公,|風花雪月|,10
318,グロスタール伯,|無双風花雪月|,10
319,ボア,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,9
319,ジェローム,|外伝／Echoes|,9
319,ボールス,|封印の剣|,9
319,ラングレン,|烈火の剣|,9
319,カイル,|聖魔の光石|,9
319,アランデル公,|風花雪月|,9
320,バヌトゥ,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,8
320,ジェシー,|外伝／Echoes|,8
320,マイセン,|外伝／Echoes|,8
320,ヌイババ,|外伝／Echoes|,8
320,フェミナ,|聖戦の系譜|,8
320,アルバ,|トラキア776|,8
320,セイラム,|トラキア776|,8
320,レナック,|聖魔の光石|,8
320,沢藤 頂天 & フェルス,|幻影異聞録♯ＦＥ Encore|,8
320,リュファス,|無双風花雪月|,8
321,マチス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,7
321,ガトー,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,7
321,シャルロー,|聖戦の系譜|,7
321,スコピオ,|聖戦の系譜|,7
321,オーシン,|トラキア776|,7
321,タニア,|トラキア776|,7
321,ティナ,|トラキア776|,7
321,アルダー,|暁の女神|,7
321,ダイチ,|if|,7
321,彫ノ澤 允 & ギャンレル,|幻影異聞録♯ＦＥ Encore|,7
322,モロドフ,|暗黒竜と光の剣／新・暗黒竜と光の剣|,6
322,ルーク,|紋章の謎／新・紋章の謎|,6
322,フロスト,|紋章の謎／新・紋章の謎|,6
322,ディムナ,|聖戦の系譜|,6
322,ヒルダ,|聖戦の系譜|,6
322,ヘレーネ,|烈火の剣|,6
322,五十院 輝 & ゲリバ,|幻影異聞録♯ＦＥ Encore|,6
322,ソロン,|風花雪月|,6
323,ノーマ,|外伝／Echoes|,5
323,ガッハ,|外伝／Echoes|,5
323,ダイス,|紋章の謎／新・紋章の謎|,5
323,トリスタン,|聖戦の系譜|,5
323,アサエロ,|聖戦の系譜|,5
323,バイロン,|聖戦の系譜|,5
323,ゼロット,|封印の剣|,5
323,ダヤン,|封印の剣|,5
323,ファーガス,|烈火の剣|,5
323,カサタイ,|蒼炎の軌跡|,5
323,セルバンテス,|覚醒|,5
323,鱈知乃 九炎 & エクセライ,|幻影異聞録♯ＦＥ Encore|,5
323,ロナート,|風花雪月|,5
323,トマシュ,|風花雪月|,5
323,ヘヴリング伯,|無双風花雪月|,5
324,ダロス,|暗黒竜と光の剣／新・暗黒竜と光の剣 紋章の謎／新・紋章の謎|,4
324,ジュダ,|外伝／Echoes|,4
324,タタラ,|外伝／Echoes|,4
324,マーラ,|外伝／Echoes|,4
324,ダッハ,|外伝／Echoes|,4
324,ブリアン,|聖戦の系譜|,4
324,ダグダ,|トラキア776|,4
324,アーヴ,|聖魔の光石|,4
324,ヘッツェル,|暁の女神|,4
324,ヌミダ,|暁の女神|,4
324,ウィリアム,|if|,4
324,ホルモン,|if|,4
324,ヴァーリ伯,|無双風花雪月|,4
325,ギース,|外伝／Echoes|,3
325,ドルク,|外伝／Echoes|,3
325,ライデン,|紋章の謎／新・紋章の謎|,3
325,キンボイス,|聖戦の系譜|,3
325,ダナン,|聖戦の系譜|,3
325,クトゥーゾフ,|聖戦の系譜|,3
325,ヨーデル,|封印の剣|,3
325,ジョージ,|暁の女神|,3
325,ルドベック,|暁の女神|,3
325,グェンダル,|風花雪月|,3
326,ロベルト,|紋章の謎／新・紋章の謎|,2
326,デズモンド,|烈火の剣|,2
326,マードック,|烈火の剣|,2
326,ベウフォレス,|蒼炎の軌跡|,2
326,ファウダー,|覚醒|,2
326,フウガ,|if|,2
327,ハルク,|外伝／Echoes|,1
327,ムストン,|暁の女神|,1
327,ハイタカ,|if|,1
